id,coverage,latency,timestamp
1,0.6068357076505616,187.98710873172004,2023-01-01 00:00:00
2,0.5750867849414407,178.49267365825537,2023-01-01 00:00:01
3,0.6143844269050346,161.19260739840348,2023-01-01 00:00:02
4,0.6581514928204012,147.06126444588853,2023-01-01 00:00:03
5,0.5702923312638332,173.9644662722718,2023-01-01 00:00:04
6,0.570293152152541,167.869707708435,2023-01-01 00:00:05
7,0.6609606407753695,177.90386440055465,2023-01-01 00:00:06
8,0.6203717364576454,172.70343603363938,2023-01-01 00:00:07
9,0.5585262807032524,180.9910543063867,2023-01-01 00:00:08
10,0.6091280021792982,149.29529576878863,2023-01-01 00:00:09
11,0.5588291153593768,186.34788131268652,2023-01-01 00:00:10
12,0.5587135123214871,163.951992093848,2023-01-01 00:00:11
13,0.5940981135783017,201.5052174525053,2023-01-01 00:00:12
14,0.48633598776711007,146.21624363820865,2023-01-01 00:00:13
15,0.4957541083743483,194.719276063305,2023-01-01 00:00:14
16,0.5538856235379513,163.95821566925295,2023-01-01 00:00:15
17,0.5313584439832788,146.97163992771104,2023-01-01 00:00:16
18,0.5977123666297637,150.32228331891358,2023-01-01 00:00:17
19,0.5365987962239394,153.5930538361136,2023-01-01 00:00:18
20,0.5113848149332354,168.48331892803833,2023-01-01 00:00:19
21,0.6552824384460777,170.45670976071,2023-01-01 00:00:20
22,0.5707111849756732,148.52599992122842,2023-01-01 00:00:21
23,0.5853764102343961,159.51290815478035,2023-01-01 00:00:22
24,0.5107625906893272,202.8454071722373,2023-01-01 00:00:23
25,0.5547808637737408,194.55086340201422,2023-01-01 00:00:24
26,0.5875461294854932,168.72647339348063,2023-01-01 00:00:25
27,0.5244503211288848,160.760069563364,2023-01-01 00:00:26
28,0.6007849009172835,162.40062653436522,2023-01-01 00:00:27
29,0.5519680655040597,172.27035945460833,2023-01-01 00:00:28
30,0.5674153125103362,139.5441486960319,2023-01-01 00:00:29
31,0.5519146693885301,154.8524692515331,2023-01-01 00:00:30
32,0.6746139092254468,126.62831852244821,2023-01-01 00:00:31
33,0.5813251387631032,167.9844624521056,2023-01-01 00:00:32
34,0.529114453552205,172.9439187940548,2023-01-01 00:00:33
35,0.6231272456051594,150.33627075401253,2023-01-01 00:00:34
36,0.5209578175014489,191.47973526580066,2023-01-01 00:00:35
37,0.5924431797502377,135.4846867399532,2023-01-01 00:00:36
38,0.4840164938060112,130.7125023958036,2023-01-01 00:00:37
39,0.5155906975550785,164.48903637119943,2023-01-01 00:00:38
40,0.5918430617934561,180.9419660522431,2023-01-01 00:00:39
41,0.6189233289997704,193.67855382915738,2023-01-01 00:00:40
42,0.5905684140594984,150.8223147426212,2023-01-01 00:00:41
43,0.5762175858805879,181.5736166686259,2023-01-01 00:00:42
44,0.5669448152205355,159.22983060998587,2023-01-01 00:00:43
